mangaId,title,img,latestChapter,rating,src,description,authors
manga-zo977249,Iridescent Lass,/mangaimage/manga-zo977249.jpg,Chapter 5,4.25,/manga/manga-zo977249,It's otaku's time now! An otaku summoned a wolf girl accidently. What would she do? Eat him? Where does she come from? A mysterious world is waitting for you!,Manyu
manga-zt977128,"I, The Emperor, Am Not A Superstar",/mangaimage/manga-zt977128.jpg,Chapter 2,4.67,/manga/manga-zt977128,"Beautiful as a flower, delicate as a young blossom, the ruler of a nation accidentally slips and falls through the passages of time to the present world. By strange coincidence he ends up in the body of a famous superstar with all eyes on him! How does the emperor, who is straight as a pen, become bent as coiled incense after traveling through time?! Read to find out!",Nai-Nai Bear & Royan
manga-oo966023,Potemayo,/mangaimage/manga-oo966023.jpg,Vol.1 Chapter 8,5.0,/manga/manga-oo966023,"A 4koma manga involving a small, cute, soft like a stuffed toy, human-like creature with animal ears named Potemayo, her nonchalant owner Sunao, a similar creature named Guchuko and Sunao's zany classmates.",Ogataya Haruka
manga-rn995322,The Class Rep With Weak Ears And The Punk Gyaru-Chan Who Attacks Ears,/mangaimage/manga-rn995322.jpg,Chapter 15.8: Class Rep And Gyaru-Chan,4.44,/manga/manga-rn995322,"The straight-laced class rep tries to get the gyaru Kazuki to follow the school rules. Becomes an ASMR addict instead. Y'know, the usual.",Tatsubon
manga-wf999640,Akuyaku Reijou No Onii-Sama Wa Kouryaku Taishougaidesu!!,/mangaimage/manga-wf999640.jpg,Vol.1 Chapter 3,3.43,/manga/manga-wf999640,"When I thought I was sick and ended my life without going to school, I reincarnated as the villainess Sylvia in the world of the game I played!I was trying to enjoy my second life with a strong body that can move freely. Due to Sylvia's older brother Rafis, she fails to avoid the ruin flag and both are banished to the ""Forest of Death"". Rafis begins to say that he will destroy his country for Sylvia in a severe sister complex..?!source: MangaUpdates",Mui
manga-rg968741,Minna Daisuki Marutarou,/mangaimage/manga-rg968741.jpg,Vol.1 Chapter 9,3.92,/manga/manga-rg968741,A touching story following the life of a boy with a round dick.,Hori Yuusuke
manga-uf971940,No Homo,/mangaimage/manga-uf971940.jpg,Chapter 12.3 : Fin - Thank You,5.0,/manga/manga-uf971940,"Brian and Ditya super intimate friendship makes everyone suspicious! They go everywhere together, share the same boarding house, go to the same university, like to take a selfie together... they really are friends, right? Woops, no homo! ***Disclaimer: This webtoon contains jokes regarding sexual orientation stereotype in author’s surroundings. The contents expressed in this webtoon are not intended to offend anyone and do not always reflect personal opinions of the author. Read it at your own risk.***",Apitnobaka
manga-wn956196,Brandoll,/mangaimage/manga-wn956196.jpg,Vol.1 Chapter 5 : 5: [No Chapter Name] [Extra] Tales Of After-Hour Drinking,4.57,/manga/manga-wn956196,"Handsome, tall, and charming bachelor Fin Deitory that every woman wanted just made the most regretfully and stupidest mistake of his life. It also changed his whole career which he imagined to be an awesome agent in the SDF, abbreviated for Special Dispatch Force. On the day he was supposed to be starting his job though, he enters the wrong room mistaking the plate name sign to be ""SDF: Special Dispatch Force"" but instead, it was ""SDF: Special Doll Force"". He learns that the group was a secret to the real SDF and was only consists of doll collectors. But the handsome people trap him there because he was also handsome making him also a doll collector. Being a little bit conceited and such, Fin can't think of himself as a doll collector but he later realizes the importance of it.....From Baka-Updates:Fen has just been assigned a position in the Special Dispatch Force (a.k.a. the ""SDF"") protecting the King of Vera Morgan. When he arrives at the office for the SDF he discovers he's been accidentally enrolled in the Special Doll Force instead! Fen discovers to his dismay that his new job is to search out and retrieve ""bran dolls"" with the help of four strange but beautiful men - who have more than just the job on their minds!",Takagi Ryou
manga-ro994923,1 Like Produces 10 Ml Urine,/mangaimage/manga-ro994923.jpg,"Chapter 5: Epilogue (July 30, 2020)",3.93,/manga/manga-ro994923,"1 like produces 10 ml urine summary is updating. Come visit MangaNato.com sometime to read the latest chapter of 1 like produces 10 ml urine. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Aldehyde
manga-eq981851,The Girl In The Diary Of Unrequited Love,/mangaimage/manga-eq981851.jpg,Vol.1 Chapter 6.5: Memory I Want To See,3.82,/manga/manga-eq981851,"A collection of six short stories centering around romance and family:1- Musume no Toshigoro no Musume2- Torikahebaya de Aimashou3- Genshoku Megane Danshi Hyouhon4- Machibito Kitari (New Year's Fortune: Waiting for the One)A chance meeting of two strangers at a train station on New Year’s Eve...5- Chichi to Musuko to Buridaikon (The Father, the Son and the Yellowtail Radish)Micha, formerly Hamada Mitsuru, is gay, in a loving relationship and living as a transvestite in Tokyo. Having kept this a secret from family what high jinx will follow when Micha's father turns up unannounced?6- Katakoi no Nikki Shoujo (The Girl in the Diary of Unrequited Love)Takashi accidentally found his father's diary and in it, it tells a story of his father's love for a girl with green flower hair pin. So who is this girl? What's Takashi going to do about it? Read it to find out the bittersweet story of an unrequited love.",Nakamura Asumiko
manga-qh968316,President Dad,/mangaimage/manga-qh968316.jpg,Vol.6 Chapter 35,4.27,/manga/manga-qh968316,"from Tokyopop:Ami Won’s late mother always told her to grow up to be an exemplary woman. And the chance presents itself now that her dad has been elected President of Korea. Thus begins this klutzy girl’s transformation into the girl her mother had always hoped she’d become. However, in the spotlight and imbued with a kind of social power she never expected, Ami is now beset on all sides by the jealous and dismayed. Her cousin Bi-Na leads this parade. Bi-Na considers herself naturally charismatic and infinitely more charming, so she feels she deserves the role as Korea’s First Lady.",Rhim Ju-Yeon
manga-ux998132,Italia-Jin No Onnanoko Ga Isourou Suru Koto Ni Natta,/mangaimage/manga-ux998132.jpg,Chapter 15,4.64,/manga/manga-ux998132,"An Italian girl, Francesca, suddenly appears in front of Yuji, an illustrator. At the behest of her mother, she suddenly starts to live with him! They eat dinner together and are excited to see each other in their loungewear. It's a very simple way to get to know each other better.",Hamita
manga-oy960633,A Love In 100 Days,/mangaimage/manga-oy960633.jpg,Vol.1 Chapter 5,4.75,/manga/manga-oy960633,"Ria; She is angel n.5623....She died 2 years ago in a car accident!! On Earth she had a boyfriend named Ji-Hwan...Every day and Night..she went to the Crystal Ball to see Ji-Hwan!! Ria loves Ji-Hwan so much!! In heaven..all the angels..must forget about their past!! But Ria..she really can`t forget about Ji-Hwan!! One Day....she meet Gabrielle-Nim..(ArcAngel)..When he leaves..Gabrielle-nim..leaves his Death Notes behind!! Ria decided to peek into the book...She was really in shock when she saw Ji-Hwan's name listed in the Death notes book!! She went and begged Gabrielle-nim and Michael-Nim!!Michael-Nim..allowed her to gp to earth but..he gave her 3 conditions!!..From there, her journey on Earth begins.........From Baka-Updates:After she died from an accident, Ria become angel No. 5623. She could not forget her life from when she lived. She misses Ban Ji Hwan, her boyfriend on Earth, day and night.1 year later, Ria happened to see Ji Hwan's name on the death list, the list of every names who is about to die in 100 days. Ria begged high-ranked angels to let her save Ji Hwan. Ria entered the body of So Hae, a shy girl who is tired of her life, the opposite of Ria's personality. Enduring the bullies from step-siblings of So Hae, Ria did her best to bear everything in order to look for Ji Hwan. But when she found him, Ji Hwan cannot recognize Ria...",Hwang Mi-Ri
manga-nz960534,Akatoki Hoshi Residence,/mangaimage/manga-nz960534.jpg,Vol.1 Chapter 7 : Special Chapter,5.0,/manga/manga-nz960534,"From Baka-Updates:On one side, we have a guy living a boring and meaningless life meets Touko, a pretty girl, and it turns his life around. They get married, but three months later she tells him she is an alien from a far away planet, and that she must return to her home planet in a few days. Is she making excuses? Is she really an alien? Will he let their marriage end so easily?On the other side we have Honda Haruno, a girl which has absolutely no other recollection other than being ""sent"" by her superiors to gather information about humanity; as a secret agent she needs to do her best as to learn as much as she can about society without giving away her true nature.... However on her first day of school she meets this boy ""Isuzu"", who has extensive information about UFOs, invaders from other space & related topics... Haruna not only is surprised to see that her cover has been blown out right from the start, but also she must know how this Isuzu fellow knew about her.Even though they don't realize it; Haruna and Touko are actually neighbors in the Akatoki Hoshi Residence... but, Is this all? Well, you have no way to know exactly how mysterious is the people of the Akatoki Hoshi Residence until you step forward and read it out!",Inugami Sukune
